award_record_id,year,category,prize,motivation,prize_share,source_laureate_id,laureate_type,full_name,birth_date,birth_year,birth_city,birth_country,birth_coordinates,citizenship_countries,sex,affiliation_name,affiliation_city,affiliation_country,affiliation_coordinates,death_date,death_city,death_country,field_language,biographical_note,remarks
breakthrough-000011,2013,Life Sciences,Breakthrough Prize in Life Sciences,for cancer genomics and tumor suppressor genes.,,,Individual,Bert Vogelstein,1949-03-02,1949,Baltimore,United States,,United States,Male,Howard Hughes Medical Institute; Johns Hopkins University,,,,,,,,(b. 1949),
breakthrough-000012,2013,Life Sciences,Breakthrough Prize in Life Sciences,for cancer genes and targeted therapy.,,,Individual,Charles L. Sawyers,1957-10-11,1959,Jackson,United States,,United States,Male,Howard Hughes Medical Institute; Memorial Sloan-Kettering Cancer Center,,,,,,,,(b. 1959),
breakthrough-000013,2013,Life Sciences,Breakthrough Prize in Life Sciences,"for the genetics of neural circuits and behavior, and synaptic guidepost molecules.",,,Individual,Cornelia Bargmann,1961-10-20,1961,Pittsburgh,United States,,United States,Female,Rockefeller University,,,,,,,,(born 1961),
breakthrough-000014,2013,Life Sciences,Breakthrough Prize in Life Sciences,for linkage mapping of Mendelian disease in humans using DNA polymorphisms.,,,Individual,David Botstein,1937-01-22,1942,Montclair,United States,,Switzerland; United States,Male,Princeton University,,,,,,,,(b. 1942),
breakthrough-000015,2013,Life Sciences,Breakthrough Prize in Life Sciences,"for the discovery of general principles for identifying human disease genes, and enabling their application to medicine through the creation and analysis of genetic, physical and sequence maps of the human genome.",,,Individual,Eric S. Lander,1952-05-03,1957,Chicago,United States,,United States,Male,Massachusetts Institute of Technology; Broad Institute,,,,,,,,(b. 1957),
breakthrough-000016,2013,Life Sciences,Breakthrough Prize in Life Sciences,for describing the role of Wnt signaling in tissue stem cells and cancer.,,,Individual,Hans Clevers,1957-09-14,1957,Zierikzee,Netherlands,,Netherlands,Male,Hubrecht Institute,,,,,,,,(b. 1957),
breakthrough-000017,2013,Life Sciences,Breakthrough Prize in Life Sciences,for the discovery of PI 3-Kinase and its role in cancer metabolism.,,,Individual,Lewis C. Cantley,1949-11-11,1949,Philadelphia,United States,,United States,Male,Harvard Medical School; Weill Cornell Medical College,,,,,,,,(b. 1949),
breakthrough-000018,2013,Life Sciences,Breakthrough Prize in Life Sciences,for discoveries in the mechanisms of angiogenesis that led to therapies for cancer and eye diseases.,,,Individual,Napoleone Ferrara,1942-08-10,1956,Messina,Italy,,Italy; United States,Male,"University of California, San Diego",,,,,,,,(b. 1956),
breakthrough-000019,2013,Life Sciences,Breakthrough Prize in Life Sciences,for characterization of human cancer genes.,,,Individual,Robert A. Weinberg,1942-11-11,1942,Cambridge,United States,,United States,Male,Massachusetts Institute of Technology; Whitehead Institute,,,,,,,,(b. 1942),
breakthrough-000020,2013,Life Sciences,Breakthrough Prize in Life Sciences,for induced pluripotent stem cells.,,,Individual,Shinya Yamanaka,1962-09-04,1962,Fukuoka,Japan,,Japan,Male,"Kyoto University; J. David Gladstone Institutes; University of California, San Francisco",,,,,,,,(b. 1962),
breakthrough-000021,2013,Life Sciences,Breakthrough Prize in Life Sciences,"for research on telomeres, illuminating how they protect chromosome ends and their role in genome instability in cancer.",,,Individual,Titia de Lange,1955-03-21,1955,Amsterdam,Netherlands,,Netherlands; United States,Female,Rockefeller University,,,,,,,,(b. 1955),
breakthrough-000022,2013 (special),Fundamental Physics,Breakthrough Prize in Fundamental Physics,For their leadership role in the scientific endeavour that led to the discovery of the new Higgs-like particle by the ATLAS and CMS collaborations at CERN's Large Hadron Collider.,,,Individual,Peter Jenni,1942-08-24,1942,Liverpool,United Kingdom,,United Kingdom,Male,,,,,,,,,,
breakthrough-000131,2013 (special),Fundamental Physics,Breakthrough Prize in Fundamental Physics,For their leadership role in the scientific endeavour that led to the discovery of the new Higgs-like particle by the ATLAS and CMS collaborations at CERN's Large Hadron Collider.,,,Individual,Fabiola Gianotti,1965-10-29,1965,Como,Italy,,Italy,Female,,,,,,,,,,
breakthrough-000132,2013 (special),Fundamental Physics,Breakthrough Prize in Fundamental Physics,For their leadership role in the scientific endeavour that led to the discovery of the new Higgs-like particle by the ATLAS and CMS collaborations at CERN's Large Hadron Collider.,,,Individual,Michel Della Negra,1949-08-01,1949,Venice,Italy,,Italy,Male,,,,,,,,,,
breakthrough-000133,2013 (special),Fundamental Physics,Breakthrough Prize in Fundamental Physics,For their leadership role in the scientific endeavour that led to the discovery of the new Higgs-like particle by the ATLAS and CMS collaborations at CERN's Large Hadron Collider.,,,Individual,Tejinder Singh Virdee,1965-10-08,1965,Chandigarh,India,,India,Male,,,,,,,,,,
breakthrough-000134,2013 (special),Fundamental Physics,Breakthrough Prize in Fundamental Physics,For their leadership role in the scientific endeavour that led to the discovery of the new Higgs-like particle by the ATLAS and CMS collaborations at CERN's Large Hadron Collider.,,,Individual,Guido Tonelli,1957-07-13,1957,Udine,Italy,,Italy,Male,,,,,,,,,,
breakthrough-000135,2013 (special),Fundamental Physics,Breakthrough Prize in Fundamental Physics,For their leadership role in the scientific endeavour that led to the discovery of the new Higgs-like particle by the ATLAS and CMS collaborations at CERN's Large Hadron Collider.,,,Individual,Joe Incandela,1963-12-16,1963,Chicago,United States,,United States,Male,,,,,,,,,,
breakthrough-000136,2013 (special),Fundamental Physics,Breakthrough Prize in Fundamental Physics,For their leadership role in the scientific endeavour that led to the discovery of the new Higgs-like particle by the ATLAS and CMS collaborations at CERN's Large Hadron Collider.,,,Individual,Lyn Evans,1947-02-27,1947,Sri Lanka,Sri Lanka,,United Kingdom; United States,Male,,,,,,,,,,
breakthrough-000023,2013 (special),Fundamental Physics,Breakthrough Prize in Fundamental Physics,"For his discovery of Hawking radiation from black holes, and his deep contributions to quantum gravity and quantum aspects of the early universe.",,,Individual,Stephen Hawking,1942-01-08,1942,Oxford,United Kingdom,,United Kingdom,Male,,,,,2018-03-14,Cambridge,United Kingdom,,,
breakthrough-000024,2014,Fundamental Physics,Breakthrough Prize in Fundamental Physics,For opening new perspectives on quantum gravity and the unification of forces.,,,Individual,Michael Green,1946-06-22,1946,London,United Kingdom,,United Kingdom,Male,"California Institute of Technology and Cambridge University, Cambridge, UK",,,,,,,,,
breakthrough-000137,2014,Fundamental Physics,Breakthrough Prize in Fundamental Physics,For opening new perspectives on quantum gravity and the unification of forces.,,,Individual,John Henry Schwarz,1941-08-22,1941,New York,United States,,United States,Male,"California Institute of Technology and Cambridge University, Cambridge, UK",,,,,,,,,
breakthrough-000025,2014,Life Sciences,Breakthrough Prize in Life Sciences,for discovering critical molecular determinants and biological functions of intracellular protein degradation.,,,Individual,Alexander Varshavsky,1948-03-18,1946,Gomel,Belarus (USSR),,Russia; United States,Male,Caltech,,,,,,,,(b. 1946),
breakthrough-000026,2014,Life Sciences,Breakthrough Prize in Life Sciences,for the discovery of T cell checkpoint blockade as effective cancer therapy.,,,Individual,James P. Allison,1948-08-13,1948,Alice,United States,,United States,Male,M. D. Anderson Cancer Center,,,,,,,,(b. 1948),
breakthrough-000027,2014,Life Sciences,Breakthrough Prize in Life Sciences,for defining the interlocking circuits in the brain that malfunction in Parkinson's disease – this scientific foundation underlies the circuit-based treatment of Parkinson's disease by deep brain stimulation.,,,Individual,Mahlon DeLong,1942-08-03,1938,Newport News,United States,,United States,Male,Emory University,,,,,,,,(b. 1938),
breakthrough-000028,2014,Life Sciences,Breakthrough Prize in Life Sciences,for the discovery of Target of Rapamycin (TOR) and its role in cell growth control.,,,Individual,Michael N. Hall,1955-02-24,1953,Zurich,Switzerland,,Switzerland; United States,Male,Biozentrum University of Basel,,,,,,,,(b. 1953),
breakthrough-000029,2014,Life Sciences,Breakthrough Prize in Life Sciences,for the discovery of genes and biochemical mechanisms that cause hypertension.,,,Individual,Richard P. Lifton,1953-09-04,1953,Lakewood,United States,,United States,Male,Yale University School of Medicine,,,,,,,,(b. 1953),
breakthrough-000030,2014,Life Sciences,Breakthrough Prize in Life Sciences,for discoveries leading to the development of controlled drug-release systems and new biomaterials.,,,Individual,Robert Langer,1952-08-21,1948,Norfolk,United States,,United States,Male,Massachusetts Institute of Technology,,,,,,,,(b. 1948),
breakthrough-000031,2015,Fundamental Physics,Breakthrough Prize in Fundamental Physics,"For the most unexpected discovery that the expansion of the universe is accelerating, rather than slowing as had been long assumed.",,,Individual,Saul Perlmutter,1974-09-07,1974,Chicago,United States,,United States,Male,"University of California, Berkeley and Lawrence Berkeley National Laboratory; Australian National University;Johns Hopkins University and Space Telescope Science Institute",,,,,,,,,
breakthrough-000138,2015,Fundamental Physics,Breakthrough Prize in Fundamental Physics,"For the most unexpected discovery that the expansion of the universe is accelerating, rather than slowing as had been long assumed.",,,Individual,Brian P. Schmidt,1966-02-24,1966,Missoula,United States,,United States; Australia,Male,"University of California, Berkeley and Lawrence Berkeley National Laboratory; Australian National University;Johns Hopkins University and Space Telescope Science Institute",,,,,,,,,
breakthrough-000139,2015,Fundamental Physics,Breakthrough Prize in Fundamental Physics,"For the most unexpected discovery that the expansion of the universe is accelerating, rather than slowing as had been long assumed.",,,Individual,Adam Riess,1969-12-16,1969,Washington DC,United States,,United States,Male,"University of California, Berkeley and Lawrence Berkeley National Laboratory; Australian National University;Johns Hopkins University and Space Telescope Science Institute",,,,,,,,,
breakthrough-000032,2015,Life Sciences,Breakthrough Prize in Life Sciences,"for the discovery and pioneering work on the development of high-frequency deep brain stimulation (DBS), which has revolutionized the treatment of Parkinson's disease.",,,Individual,Alim-Louis Benabid,1955-04-17,1942,Ussel,France,,France,Male,Joseph Fourier University,,,,,,,,(b. 1942),
breakthrough-000033,2015,Life Sciences,Breakthrough Prize in Life Sciences,"for the discovery of covalent modifications of histone proteins and their critical roles in the regulation of gene expression and chromatin organization, advancing the understanding of diseases ranging from birth defects to cancer.",,,Individual,C. David Allis,1950-10-12,1951,New York,United States,,United States,Male,Rockefeller University,,,,,,,,(1951–2023),
breakthrough-000034,2015,Life Sciences,Breakthrough Prize in Life Sciences,"for harnessing an ancient mechanism of bacterial immunity into a powerful and general technology for editing genomes, with wide-ranging implications across biology and medicine.",,,Individual,Jennifer Doudna,1964-02-19,1964,Washington DC,United States,,United States,Female,"University of California, Berkeley; Howard Hughes Medical Institute; Lawrence Berkeley National Laboratory",,,,,,,,(b. 1964),
breakthrough-000035,2015,Life Sciences,Breakthrough Prize in Life Sciences,"for the discovery of a new world of genetic regulation by microRNAs, a class of tiny RNA molecules that inhibit translation or destabilize complementary mRNA targets.",,,Individual,Victor Ambros,1962-11-05,1953,Portsmouth,United States,,United States,Male,University of Massachusetts Medical School,,,,,,,,(b. 1953),
breakthrough-000036,2015,Mathematics,Breakthrough Prize in Mathematics,for his work on the foundations of higher category theory and derived algebraic geometry; for the classification of fully extended topological quantum field theories; and for providing a moduli-theoretic interpretation of elliptic cohomology.,,,Individual,Jacob Lurie,1977-08-30,1977,Boston,United States,,United States,Male,Harvard University,,,,,,,,(b. 1977),
breakthrough-000037,2015,Mathematics,Breakthrough Prize in Mathematics,"for work making a deep impact in a vast variety of mathematical disciplines, including algebraic geometry, deformation theory, symplectic topology, homological algebra and dynamical systems.",,,Individual,Maxim Kontsevich,1964-08-09,1964,Khimki,Russia (USSR),,Russia; France,Male,Institut des Hautes Études Scientifiques,,,,,,,,(b. 1964),
breakthrough-000038,2015,Mathematics,Breakthrough Prize in Mathematics,"for numerous breakthrough results in the theory of automorphic forms, including the Taniyama–Weil conjecture, the local Langlands conjecture for general linear groups, and the Sato–Tate conjecture.",,,Individual,Richard Taylor,1962-06-28,1962,London,United Kingdom,,United Kingdom; United States,Male,Institute for Advanced Study,,,,,,,,(b. 1962),
breakthrough-000039,2015,Mathematics,Breakthrough Prize in Mathematics,"for the new revolutionary invariants of 4-dimensional manifolds and for the study of the relation between stability in algebraic geometry and in global differential geometry, both for bundles and for Fano varieties.",,,Individual,Simon Donaldson,1957-08-11,1957,Donegal,United Kingdom,,United Kingdom,Male,Stony Brook University; Imperial College London,,,,,,,,(b. 1957),
breakthrough-000040,2015,Mathematics,Breakthrough Prize in Mathematics,"for numerous breakthrough contributions to harmonic analysis, combinatorics, partial differential equations and analytic number theory.",,,Individual,Terence Tao,1975-07-17,1975,Adelaide,Australia,,Australia; United States,Male,"University of California, Los Angeles",,,,,,,,(b. 1975),
breakthrough-000041,2016,Fundamental Physics,Breakthrough Prize in Fundamental Physics,"For the fundamental discovery and exploration of neutrino oscillations, revealing a new frontier beyond, and possibly far beyond, the standard model of particle physics.",,,Individual,Arthur B. McDonald and the Sudbury Neutrino Observatory Team,1942-04-29,1942,Sydney,Australia,,Australia; Canada,Male,"Queen's University, Canada",,,,,,,,,
breakthrough-000042,2016,Fundamental Physics,Breakthrough Prize in Fundamental Physics,"For the fundamental discovery and exploration of neutrino oscillations, revealing a new frontier beyond, and possibly far beyond, the standard model of particle physics.",,,Individual,Arthur B. McDonald,1943-08-29,1943,Sydney,Australia,,Canada; United States,Male,"Iwate Prefectural University, Japan",,,,,,,,,
breakthrough-000043,2016,Fundamental Physics,Breakthrough Prize in Fundamental Physics,"For the fundamental discovery and exploration of neutrino oscillations, revealing a new frontier beyond, and possibly far beyond, the standard model of particle physics.",,,Individual,Atsuto Suzuki,1960-05-31,1960,Yokohama,Japan,,Japan,Male,"High Energy Accelerator Research Organization, Japan",,,,,,,,,
breakthrough-000044,2016,Fundamental Physics,Breakthrough Prize in Fundamental Physics,"For the fundamental discovery and exploration of neutrino oscillations, revealing a new frontier beyond, and possibly far beyond, the standard model of particle physics.",,,Individual,Kōichirō Nishikawa,1951-03-13,1951,Showa,Japan,,Japan,Male,"Kavli Institute for the Physics and Mathematics of the Universe, University of Tokyo, Japan",,,,,,,,,
breakthrough-000045,2016,Fundamental Physics,Breakthrough Prize in Fundamental Physics,"For the fundamental discovery and exploration of neutrino oscillations, revealing a new frontier beyond, and possibly far beyond, the standard model of particle physics.",,,Individual,Takaaki Kajita,1968-08-23,1968,Higashimatsuyama,Japan,,Japan,Male,"Chinese Academy of Sciences, University of California, Berkeley",,,,,,,,,
breakthrough-000140,2016,Fundamental Physics,Breakthrough Prize in Fundamental Physics,"For the fundamental discovery and exploration of neutrino oscillations, revealing a new frontier beyond, and possibly far beyond, the standard model of particle physics.",,,Individual,Yōichirō Suzuki,1964-01-13,1964,Nagoya,Japan,,Japan,Male,"Chinese Academy of Sciences, University of California, Berkeley",,,,,,,,,
breakthrough-000046,2016,Life Sciences,Breakthrough Prize in Life Sciences,"for the development and implementation of optogenetics – the programming of neurons to express light-activated ion channels and pumps, so that their electrical activity can be controlled by light.",,,Individual,Edward S. Boyden,1979-11-15,1979,Oakland,United States,,United States,Male,Massachusetts Institute of Technology,,,,,,,,(b. 1979),
breakthrough-000047,2016,Life Sciences,Breakthrough Prize in Life Sciences,"for the discovery of human genetic variants that alter the levels and distribution of cholesterol and other lipids, inspiring new approaches to the prevention of cardiovascular and liver disease.",,,Individual,Helen Hobbs,1969-12-09,1952,Amarillo,United States,,United States,Female,University of Texas Southwestern Medical Center; Howard Hughes Medical Institute,,,,,,,,(b. 1952),
breakthrough-000048,2016,Life Sciences,Breakthrough Prize in Life Sciences,"for discovering mutations in the amyloid precursor protein (APP) gene that cause early onset Alzheimer's disease, linking accumulation of APP-derived beta-amyloid peptide to Alzheimer's pathogenesis and inspiring new strategies for disease prevention.",,,Individual,John Hardy,1953-01-17,1954,Leeds,United Kingdom,,United Kingdom,Male,University College London,,,,,,,,(b. 1954),
breakthrough-000049,2016,Life Sciences,Breakthrough Prize in Life Sciences,"for pioneering the sequencing of ancient DNA and ancient genomes, thereby illuminating the origins of modern humans, our relationships to extinct relatives such as Neanderthals, and the evolution of human populations and traits.",,,Individual,Svante Pääbo,1955-04-20,1955,Uppsala,Sweden,,Sweden,Male,Max Planck Institute for Evolutionary Anthropology,,,,,,,,(b. 1955),
breakthrough-000050,2016,Mathematics,Breakthrough Prize in Mathematics,"for spectacular contributions to low dimensional topology and geometric group theory, including work on the solutions of the tameness, virtually Haken and virtual fibering conjectures.",,,Individual,Ian Agol,1977-12-01,1970,Sacramento,United States,,United States,Male,"University of California, Berkeley; Institute for Advanced Study",,,,,,,,(b. 1970),
breakthrough-000051,2016 (special),Fundamental Physics,Breakthrough Prize in Fundamental Physics,"For the observation of gravitational waves, opening new horizons in astronomy and physics.",,,Organization,Contributors who are authors of the paper Observation of Gravitational Waves from a Binary Black Hole Merger and contributors who also made important contributions to the success of LIGO.,,,,,,,,,,,,,,,,"(Physical Review Letters, 11 February 2016)",
breakthrough-000052,2016 (special),Fundamental Physics,Breakthrough Prize in Fundamental Physics,"For the observation of gravitational waves, opening new horizons in astronomy and physics.",,,Individual,Ronald Drever,1930-05-05,1930,Acutt,United Kingdom,,United Kingdom,Male,,,,,2017-03-16,,,,,
breakthrough-000141,2016 (special),Fundamental Physics,Breakthrough Prize in Fundamental Physics,"For the observation of gravitational waves, opening new horizons in astronomy and physics.",,,Individual,Kip Thorne,1940-06-01,1940,"Logan, Utah",United States,,United States,Male,,,,,,,,,,
breakthrough-000142,2016 (special),Fundamental Physics,Breakthrough Prize in Fundamental Physics,"For the observation of gravitational waves, opening new horizons in astronomy and physics.",,,Individual,Rainer Weiss,1932-07-29,1932,New York,United States,,United States,Male,,,,,,,,,,
breakthrough-000053,2017,Fundamental Physics,Breakthrough Prize in Fundamental Physics,"For transformative advances in quantum field theory, string theory, and quantum gravity.",,,Individual,Andrew Strominger,1961-12-23,1961,"Oakland, California",United States,,United States,Male,Harvard University,,,,,,,,,
breakthrough-000143,2017,Fundamental Physics,Breakthrough Prize in Fundamental Physics,"For transformative advances in quantum field theory, string theory, and quantum gravity.",,,Individual,Cumrun Vafa,1961-04-07,1961,Ahvaz,Iran,,Iran; United States,Male,Harvard University,,,,,,,,,
breakthrough-000054,2017,Fundamental Physics,Breakthrough Prize in Fundamental Physics,"For transformative advances in quantum field theory, string theory, and quantum gravity.",,,Individual,Joseph Polchinski,1954-05-26,1954,New York,United States,,United States,Male,"University of California, Santa Barbara",,,,,,,,,
breakthrough-000055,2017,Life Sciences,Breakthrough Prize in Life Sciences,"for discovering the centrality of RNA in forming the active centers of the ribosome, the fundamental machinery of protein synthesis in all cells, thereby connecting modern biology to the origin of life and also explaining how many natural antibiotics disrupt protein synthesis.",,,Individual,Harry F. Noller,1950-05-02,1939,Glendale,United States,,United States,Male,"University of California, Santa Cruz",,,,,,,,(b. 1939),
breakthrough-000056,2017,Life Sciences,Breakthrough Prize in Life Sciences,"for discoveries of the genetic causes and biochemical mechanisms of spinocerebellar ataxia and Rett syndrome, findings that have provided insight into the pathogenesis of neurodegenerative and neurological diseases.",,,Individual,Huda Zoghbi,1965-09-08,1954,Beirut,Lebanon,,Lebanon; United States,Female,Baylor College of Medicine; Texas Children's Hospital; Howard Hughes Medical Institute,,,,,,,,(b. 1954),
breakthrough-000057,2017,Life Sciences,Breakthrough Prize in Life Sciences,"for pioneering research on the Wnt pathway, one of the crucial intercellular signaling systems in development, cancer and stem cell biology.",,,Individual,Roeland Nusse,1963-01-28,1950,Arnhem,Netherlands,,Netherlands,Male,Stanford University; Howard Hughes Medical Institute,,,,,,,,(b. 1950),
breakthrough-000058,2017,Life Sciences,Breakthrough Prize in Life Sciences,for elucidating how eukaryotic cells sense and respond to damage in their DNA and providing insights into the development and treatment of cancer.,,,Individual,Stephen J. Elledge,1959-10-19,1956,Olympia,United States,,United States,Male,Brigham and Women's Hospital; Harvard Medical School; Howard Hughes Medical Institute,,,,,,,,(b. 1956),
breakthrough-000059,2017,Life Sciences,Breakthrough Prize in Life Sciences,"for elucidating autophagy, the recycling system that cells use to generate nutrients from their own inessential or damaged components.",,,Individual,Yoshinori Ohsumi,1945-02-27,1945,Fukuoka,Japan,,Japan,Male,Tokyo Institute of Technology,,,,,,,,(b. 1945),
breakthrough-000060,2017,Mathematics,Breakthrough Prize in Mathematics,"for multiple transformative contributions to analysis, combinatorics, partial differential equations, high-dimensional geometry and number theory.",,,Individual,Jean Bourgain,1957-08-24,1954,Huy,Belgium,,Belgium,Male,Institute for Advanced Study,,,,2018-12-22,,,,(1954–2018),
breakthrough-000061,2018,Fundamental Physics,Breakthrough Prize in Fundamental Physics,For detailed maps of the early universe that greatly improved our knowledge of the evolution of the cosmos and the fluctuations that seeded the formation of galaxies.,,,Individual,Charles L. Bennett,1956-11-09,1956,Roanoke,United States,,United States,Male,Johns Hopkins University,,,,,,,,,
breakthrough-000062,2018,Fundamental Physics,Breakthrough Prize in Fundamental Physics,For detailed maps of the early universe that greatly improved our knowledge of the evolution of the cosmos and the fluctuations that seeded the formation of galaxies.,,,Individual,Gary Hinshaw,1951-09-15,1951,Red Bank,United States,,United States,Male,University of British Columbia,,,,,,,,,
breakthrough-000063,2018,Fundamental Physics,Breakthrough Prize in Fundamental Physics,For detailed maps of the early universe that greatly improved our knowledge of the evolution of the cosmos and the fluctuations that seeded the formation of galaxies.,,,Individual,Norman Jarosik,1957,1957,,,,,,Princeton University,,,,Male,,,,,
breakthrough-000144,2018,Fundamental Physics,Breakthrough Prize in Fundamental Physics,For detailed maps of the early universe that greatly improved our knowledge of the evolution of the cosmos and the fluctuations that seeded the formation of galaxies.,,,Individual,Lyman Page Jr.,1965,1965,,,,,,Princeton University,,,,Male,,,,,
breakthrough-000145,2018,Fundamental Physics,Breakthrough Prize in Fundamental Physics,For detailed maps of the early universe that greatly improved our knowledge of the evolution of the cosmos and the fluctuations that seeded the formation of galaxies.,,,Individual,David N. Spergel,1961,1961,,,,,,Princeton University,,,,Male,,,,,
breakthrough-000064,2018,Life Sciences,Breakthrough Prize in Life Sciences,"for elucidating the molecular pathogenesis of a type of inherited ALS, including the role of glia in neurodegeneration, and for establishing antisense oligonucleotide therapy in animal models of ALS and Huntington disease.",,,Individual,Don W. Cleveland,1952-06-30,1950,Los Angeles,United States,,United States,Male,"University of California, San Diego",,,,,,,,(b. 1950),
breakthrough-000065,2018,Life Sciences,Breakthrough Prize in Life Sciences,"for discovering how plants optimize their growth, development, and cellular structure to transform sunlight into chemical energy.",,,Individual,Joanne Chory,1957,1955,,,,United States,,Salk Institute for Biological Studies; Howard Hughes Medical Institute,,,,Female,,,,(1955–2024),
breakthrough-000066,2018,Life Sciences,Breakthrough Prize in Life Sciences,for elucidating the sophisticated mechanism that mediates the perilous separation of duplicated chromosomes during cell division and thereby prevents genetic diseases such as cancer.,,,Individual,Kim Nasmyth,1952-10-16,1952,London,United Kingdom,,United Kingdom,Male,University of Oxford,,,,,,,,(b. 1952),
breakthrough-000067,2018,Life Sciences,Breakthrough Prize in Life Sciences,"for elucidating the unfolded protein response, a cellular quality-control system that detects disease-causing unfolded proteins and directs cells to take corrective measures.",,,Individual,Peter Walter,1950-01-30,1954,Hamburg,Germany,,Germany; United States,Male,"University of California, San Francisco; Howard Hughes Medical Institute",,,,,,,,(b. 1954),
breakthrough-000068,2018,Mathematics,Breakthrough Prize in Mathematics,"for transformational contributions to birational algebraic geometry, especially to the minimal model program in all dimensions.",,,Individual,Christopher Hacon,1977,1970,,,,United Kingdom; United States,,University of Utah,,,,Male,,,,(b. 1970),
breakthrough-000069,2018,Mathematics,Breakthrough Prize in Mathematics,"for transformational contributions to birational algebraic geometry, especially to the minimal model program in all dimensions.",,,Individual,James McKernan,1964,1964,,,,United Kingdom,,"University of California, San Diego",,,,Male,,,,(b. 1964),
breakthrough-000070,2018 (special),Fundamental Physics,Breakthrough Prize in Fundamental Physics,"For fundamental contributions to the discovery of pulsars, and a lifetime of inspiring leadership in the scientific community.",,,Individual,Jocelyn Bell Burnell,1943-08-15,1943,Belfast,United Kingdom,,United Kingdom,Female,University of Oxford and University of Dundee,,,,,,,,,
breakthrough-000071,2019,Fundamental Physics,Breakthrough Prize in Fundamental Physics,"For new ideas about topology and symmetry in physics, leading to the prediction of a new class of materials that conduct electricity only on their surface.",,,Individual,Charles Kane,1951-06-03,1951,Philadelphia,United States,,United States,Male,University of Pennsylvania,,,,,,,,,
