award_record_id,year,category,prize,motivation,prize_share,source_laureate_id,laureate_type,full_name,birth_date,birth_year,birth_city,birth_country,birth_coordinates,citizenship_countries,sex,affiliation_name,affiliation_city,affiliation_country,affiliation_coordinates,death_date,death_city,death_country,field_language,biographical_note,remarks
japan_prize-000014,1989,,Japan Prize,for the studies on the mechanisms of stratospheric ozone depletion by chlorofluorocarbons.,,,,Frank Sherwood Rowland,,,,,,United States,,,,,,,,,,,
japan_prize-000015,1989,,Japan Prize,for the pioneering contributions to the syntheses of prostaglandins and their related compounds which are of great therapeutic value.,,,,Elias James Corey,,,,,,United States,,,,,,,,,,,
japan_prize-000016,1990,,Japan Prize,for the establishment of an academic field named Artificial Intelligence and the proposal of fundamental theories in that field.,,,,Marvin Minsky,,,,,,United States,,,,,,,,,,,
japan_prize-000017,1990,,Japan Prize,for the initiation of the theory of plate tectonics and contributions to its development.,,,,William Jason Morgan,,,,,,United States,,,,,,,,,,,
japan_prize-000018,1990,,Japan Prize,for the initiation of the theory of plate tectonics and contributions to its development.,,,,Dan McKenzie,,,,,,United Kingdom,,,,,,,,,,,
japan_prize-000019,1990,,Japan Prize,for the initiation of the theory of plate tectonics and contributions to its development.,,,,Xavier Le Pichon,,,,,,France,,,,,,,,,,,
japan_prize-000020,1991,,Japan Prize,"for the contributions to analysis and control of distributed systems, and to promotion of applied analysis.",,,,Jacques-Louis Lions,,,,,,France,,,,,,,,,,,
japan_prize-000021,1991,,Japan Prize,for the development of ultrasound imaging in medicine.,,,,John Julian Wild,,,,,,United States,,,,,,,,,,,
japan_prize-000022,1992,,Japan Prize,for the contributions to the new development of the chemistry and physics of solid surfaces.,,,,Gerhard Ertl,,,,,,Germany,,,,,,,,,,,
japan_prize-000023,1992,,Japan Prize,for the discovery of a method of the cryopreservation of semen and embryos in farm animals.,,,,Ernest John Christopher Polge,,,,,,United Kingdom,,,,,,,,,,,
japan_prize-000024,1993,,Japan Prize,for the development of modern seismology and advancement of international cooperation in disaster science.,,,,Frank Press,,,,,,United States,,,,,,,,,,,
japan_prize-000025,1993,,Japan Prize,for the development of the polymerase chain reaction.,,,,Kary B. Mullis,,,,,,United States,,,,,,,,,,,
japan_prize-000026,1994,,Japan Prize,"for inspirational leadership in unmanned lunar and planetary exploration, and for pioneering achievements in the development of spacecraft and deep space communications.",,,,William Hayward Pickering,,,,,,New Zealand,,,,,,,,,,,
japan_prize-000027,1994,,Japan Prize,for the discovery of dopamine as a neurotransmitter and clarification of its role in mental and motor functions and their disorders.,,,,Arvid Carlsson,,,,,,Sweden,,,,,,,,,,,
japan_prize-000028,1995,,Japan Prize,for outstanding contributions to research and practical applications of light emitting diodes and lasers through pioneering achievements in the understanding of physical principles and in the process technology of intermetallic compound semiconductors.,,,,Nick Holonyak Jr.,,,,,,United States,,,,,,,,,,,
japan_prize-000029,1995,,Japan Prize,for pioneering contributions in the development of Integrated Pest Management by the Sterile Insect Release Method and other biological approaches.,,,,Edward F. Knipling,,,,,,United States,,,,,,,,,,,
japan_prize-000030,1996,,Japan Prize,"for pioneering research on wide-band, low-loss optical fiber communications.",,,,Charles K. Kao,,,,,,United States; United Kingdom,,,,,,,,,,,
japan_prize-000031,1996,,Japan Prize,for the elucidation of the functional principles and neural mechanisms of the cerebellum.,,,,Masao Ito,,,,,,Japan,,,,,,,,,,,
japan_prize-000032,1997,,Japan Prize,for the contribution to establishment of fundamental concept on causes of cancer.,,,,Takashi Sugimura,,,,,,Japan,,,,,,,,,,,
japan_prize-000033,1997,,Japan Prize,for the contribution to establishment of fundamental concept on causes of cancer.,,,,Bruce N. Ames,,,,,,United States,,,,,,,,,,,
japan_prize-000034,1997,,Japan Prize,for the establishment of the Robot Industry and Creation of a Techno-Global Paradigm.,,,,Joseph F. Engelberger,,,,,,United States,,,,,,,,,,,
japan_prize-000035,1997,,Japan Prize,for the establishment of the Robot Industry and Creation of a Techno-Global Paradigm.,,,,Hiroyuki Yoshikawa,,,,,,Japan,,,,,,,,,,,
japan_prize-000036,1998,,Japan Prize,for the creation and realization of the concept of man-made superlattice crystals which led to generation of new materials with useful applications.,,,,Leo Esaki,,,,,,Japan,,,,,,,,,,,
japan_prize-000037,1998,,Japan Prize,for the establishment of the theory and method of the production of transgenic plants.,,,,Jozef S. Schell,,,,,,Belgium,,,,,,,,,,,
japan_prize-000038,1998,,Japan Prize,for the establishment of the theory and method of the production of transgenic plants.,,,,Marc C. E. Van Montagu,,,,,,Belgium,,,,,,,,,,,
japan_prize-000039,1999,,Japan Prize,"for the establishment of coding theory for reliable digital communication, broadcasting and storage.",,,,W. Wesley Peterson,,,,,,United States,,,,,,,,,,,
japan_prize-000040,1999,,Japan Prize,for the elucidation of the three dimensional structures of class I and class II human histocompatibility antigens and their bound peptides.,,,,Jack L. Strominger,,,,,,United States,,,,,,,,,,,
japan_prize-000041,1999,,Japan Prize,for the elucidation of the three dimensional structures of class I and class II human histocompatibility antigens and their bound peptides.,,,,Don C. Wiley,,,,,,United States,,,,,,,,,,,
japan_prize-000042,2000,,Japan Prize,for the establishment of an ecological City Planning Process and a proposal of a Land Use Evaluation System.,,,,Ian L. McHarg,,,,,,United States,,,,,,,,,,,
japan_prize-000043,2000,,Japan Prize,for the discovery of Immunoglobulin E and mechanisms of IgE-mediated allergic reactions.,,,,Kimishige Ishizaka,,,,,,Japan,,,,,,,,,,,
japan_prize-000044,2001,,Japan Prize,for the discovery of environmentally benign electrode materials for high energy density rechargeable lithium batteries.,,,,John B. Goodenough,,,,,,United States,,,,,,,,,,,
japan_prize-000045,2001,,Japan Prize,for the contributions to the development of Biological/Fisheries Oceanography and for conservation of fishery resources and marine environment.,,,,Timothy R. Parsons,,,,,,Canada,,,,,,,,,,,
japan_prize-000046,2002,,Japan Prize,"for advancement of civilization through invention, implementation and deployment of the World Wide Web.",,,,Tim Berners-Lee,,,,,,United Kingdom,,,,,,,,,,,
japan_prize-000047,2002,,Japan Prize,for pioneering work on mammalian embryonic development.,,,,Anne McLaren,,,,,,United Kingdom,,,,,,,,,,,
japan_prize-000048,2002,,Japan Prize,for pioneering work on mammalian embryonic development.,,,,Andrzej K. Tarkowski,,,,,,Poland,,,,,,,,,,,
japan_prize-000049,2003,,Japan Prize,for the creation of universal concepts in complex systems - Chaos and Fractals.,,,,Benoît Mandelbrot,,,,,,France; United States,,,,,,,,,,,
japan_prize-000050,2003,,Japan Prize,for the creation of universal concepts in complex systems - Chaos and Fractals.,,,,James A. Yorke,,,,,,United States,,,,,,,,,,,
japan_prize-000051,2003,,Japan Prize,for the discovery of the principle for functional magnetic resonance imaging.,,,,Seiji Ogawa,,,,,,Japan,,,,,,,,,,,
japan_prize-000052,2004,,Japan Prize,for pioneering work on photochemical catalysis and its application for the environment.,,,,Kenichi Honda,,,,,,Japan,,,,,,,,,,,
japan_prize-000053,2004,,Japan Prize,for pioneering work on photochemical catalysis and its application for the environment.,,,,Akira Fujishima,,,,,,Japan,,,,,,,,,,,
japan_prize-000054,2004,,Japan Prize,for contributions to the understanding of shelf ecosystems and their sustainable utilization.,,,,Keith J. Sainsbury,,,,,,New Zealand,,,,,,,,,,,
japan_prize-000055,2004,,Japan Prize,"for observational, experimental and theoretical achievements for the scientific understanding and conservation of Biodiversity.",,,,John H. Lawton,,,,,,United Kingdom,,,,,,,,,,,
japan_prize-000056,2005,,Japan Prize,for pioneering contributions to Natural Language Processing and Intelligent Image Processing.,,,,Makoto Nagao,,,,,,Japan,,,,,,,,,,,
japan_prize-000057,2005,,Japan Prize,for fundamental contribution in elucidating the Molecular Mechanisms of Cell Adhesion.,,,,Masatoshi Takeichi,,,,,,Japan,,,,,,,,,,,
japan_prize-000058,2005,,Japan Prize,for fundamental contribution in elucidating the Molecular Mechanisms of Cell Adhesion.,,,,Erkki Ruoslahti,,,,,,United States,,,,,,,,,,,
japan_prize-000059,2006,,Japan Prize,for pioneering research on atmospheric structure and composition based on his satellite observation technology and for promotion of international assessments of climate change.,,,,John Houghton,,,,,,United Kingdom,,,,,,,,,,,
japan_prize-000060,2006,,Japan Prize,for the discovery of the Statins and their development.,,,,Akira Endo,,,,,,Japan,,,,,,,,,,,
japan_prize-000061,2007,,Japan Prize,for the discovery of Giant Magneto-Resistance (GMR) and its contribution to development of innovative spin-electronics devices.,,,,Albert Fert,,,,,,France,,,,,,,,,,,
japan_prize-000062,2007,,Japan Prize,for the discovery of Giant Magneto-Resistance (GMR) and its contribution to development of innovative spin-electronics devices.,,,,Peter Grünberg,,,,,,Germany,,,,,,,,,,,
japan_prize-000063,2007,,Japan Prize,for contributions to the conservation of tropical forest.,,,,Peter Shaw Ashton,,,,,,United Kingdom,,,,,,,,,,,
japan_prize-000064,2008,,Japan Prize,for the creation of network architecture and communication protocol for the Internet.,,,,Vinton Gray Cerf,,,,,,United States,,,,,,,,,,,
japan_prize-000065,2008,,Japan Prize,for the creation of network architecture and communication protocol for the Internet.,,,,Robert E. Kahn,,,,,,United States,,,,,,,,,,,
japan_prize-000066,2008,,Japan Prize,for the establishment of medical genetics and contributions to its development.,,,,Victor A. McKusick,,,,,,United States,,,,,,,,,,,
japan_prize-000067,2009,,Japan Prize,"for contributions in the area of ""Transformation towards a sustainable society in harmony with nature"".",,,,Dennis L. Meadows,,,,,,United States,,,,,,,,,,,
japan_prize-000068,2009,,Japan Prize,"for contributions in the area of ""Technological integration of medical science and engineering"". Specifically, tomographic imaging in nuclear medicine.",,,,David E. Kuhl,,,,,,United States,,,,,,,,,,,
japan_prize-000069,2010,,Japan Prize,for contributions to high-density magnetic recording technology by the development of a perpendicular magnetic recording method.,,,,Shun-ichi Iwasaki,,,,,,Japan,,,,,,,,,,,
japan_prize-000070,2010,,Japan Prize,for contributions to solving global environmental issues based on the analysis of nitrogen and other substances’ cycles.,,,,Peter Vitousek,,,,,,United States,,,,,,,,,,,
japan_prize-000071,2011,,Japan Prize,for writing the Unix operating system.,,,,Kenneth Thompson,,,,,,United States,,,,,,,,,,,
japan_prize-000072,2011,,Japan Prize,for writing the Unix operating system.,,,,Dennis Ritchie,,,,,,United States,,,,,,,,,,,
japan_prize-000073,2011,,Japan Prize,for the discovery of interleukin-6 .,,,,Tadamitsu Kishimoto,,,,,,Japan,,,,,,,,,,,
japan_prize-000074,2011,,Japan Prize,for the discovery of interleukin-6 .,,,,Toshio Hirano,,,,,,Japan,,,,,,,,,,,
japan_prize-000075,2012,,Japan Prize,for the development of a new therapeutic drug targeting cancer-specific molecules.,,,,Janet Rowley,,,,,,United States,,,,,,,,,,,
japan_prize-000076,2012,,Japan Prize,for the development of a new therapeutic drug targeting cancer-specific molecules.,,,,Brian Druker,,,,,,United States,,,,,,,,,,,
japan_prize-000077,2012,,Japan Prize,for the development of a new therapeutic drug targeting cancer-specific molecules.,,,,Nicholas Lydon,,,,,,United Kingdom,,,,,,,,,,,
japan_prize-000078,2012,,Japan Prize,for the developing the world's highest performing Nd-Fe-B type permanent magnet and contributing to energy conservation.,,,,Masato Sagawa,,,,,,Japan,,,,,,,,,,,
japan_prize-000079,2013,,Japan Prize,for development of chemically amplified resist polymer materials for innovative semiconductor manufacturing process.,,,,C. Grant Willson,,,,,,United States,,,,,,,,,,,
japan_prize-000080,2013,,Japan Prize,for development of chemically amplified resist polymer materials for innovative semiconductor manufacturing process.,,,,Jean M. J. Fréchet,,,,,,United States,,,,,,,,,,,
japan_prize-000081,2013,,Japan Prize,for contribution to marine environmental conservation through research on ecology and biodiversity of deep-sea organisms.,,,,John Frederick Grassle,,,,,,United States,,,,,,,,,,,
japan_prize-000082,2014,,Japan Prize,for pioneering research on semiconductor lasers for high-capacity long-distance optical fiber communication.,,,,Yasuharu Suematsu,,,,,,Japan,,,,,,,,,,,
japan_prize-000083,2014,,Japan Prize,for the discovery of histone modifications as fundamental regulators of gene expression.,,,,C. David Allis,,,,,,United States,,,,,,,,,,,
japan_prize-000084,2015,,Japan Prize,for the contribution to development of innovative concept on river basin management and reduction of water-related disasters.,,,,Yutaka Takahasi,,,,,,Japan,,,,,,,,,,,
japan_prize-000085,2015,,Japan Prize,for the proposal of the concept of gene therapy and its clinical applications.,,,,Theodore Friedmann,,,,,,United States,,,,,,,,,,,
japan_prize-000086,2015,,Japan Prize,for the proposal of the concept of gene therapy and its clinical applications.,,,,Alain Fischer,,,,,,France,,,,,,,,,,,
japan_prize-000087,2016,,Japan Prize,for the creation of unconventional inorganic materials with novel electronic functions based on nano-structure engineering.,,,,Hideo Hosono,,,,,,Japan,,,,,,,,,,,
japan_prize-000088,2016,,Japan Prize,for his contribution to modern crop breeding through research on development of molecular genetic analysis.,,,,Steven D. Tanksley,,,,,,United States,,,,,,,,,,,
japan_prize-000089,2017,,Japan Prize,"for deciphering the molecular details of the type II bacterial immune system CRISPR (Clustered Regularly Interspaced Short Palindromic Repeats)-Cas and the creation of the CRISPR-Cas9 genome editing system, a truly revolutionary technique in genetic engineering, far more economical and faster than those previously available.",,,,Emmanuelle Charpentier,,,,,,France,,,,,,,,,,,
japan_prize-000090,2017,,Japan Prize,"for deciphering the molecular details of the type II bacterial immune system CRISPR (Clustered Regularly Interspaced Short Palindromic Repeats)-Cas and the creation of the CRISPR-Cas9 genome editing system, a truly revolutionary technique in genetic engineering, far more economical and faster than those previously available.",,,,Jennifer Doudna,,,,,,United States,,,,,,,,,,,
japan_prize-000091,2017,,Japan Prize,for his significant contributions to the fields of cryptography and computer science.,,,,Adi Shamir,,,,,,Israel,,,,,,,,,,,
japan_prize-000092,2018,,Japan Prize,for the development of lithium-ion batteries.,,,,Akira Yoshino,,,,,,Japan,,,,,,,,,,,
japan_prize-000093,2018,,Japan Prize,for the discovery of B and T lymphocyte lineages and its impact on understanding disease pathology and therapeutic development.,,,,Max Dale Cooper,,,,,,United States,,,,,,,,,,,
japan_prize-000094,2018,,Japan Prize,for the discovery of B and T lymphocyte lineages and its impact on understanding disease pathology and therapeutic development.,,,,Jacques Miller,,,,,,Australia,,,,,,,,,,,
japan_prize-000095,2019,,Japan Prize,for leading contributions to precision synthesis of helical polymers and development of practical chiral materials for separating chiral drugs.,,,,Yoshio Okamoto,,,,,,Japan,,,,,,,,,,,
japan_prize-000096,2019,,Japan Prize,for the sustainable soil management for global food security and mitigation of climate change.,,,,Rattan Lal,,,,,,India,,,,,,,,,,,
japan_prize-000097,2020,,Japan Prize,for pioneering contribution to information and coding theory.,,,,Robert G. Gallager,,,,,,United States,,,,,,,,,,,
japan_prize-000098,2020,,Japan Prize,for pioneering contributions to paleoanthropology through decoding ancient human genome sequences.,,,,Svante Pääbo,,,,,,Sweden,,,,,,,,,,,
japan_prize-000099,2021,,Japan Prize,for development of high-efficiency silicon photovoltaic devices.,,,,Martin A. Green,,,,,,Australia,,,,,,,,,,,
japan_prize-000100,2021,,Japan Prize,for their pioneering work in conceptualizing a multi-step model of carcinogenesis and its application and impact on improving cancer diagnosis and therapy.,,,,Bert Vogelstein,,,,,,United States,,,,,,,,,,,
japan_prize-000101,2021,,Japan Prize,for their pioneering work in conceptualizing a multi-step model of carcinogenesis and its application and impact on improving cancer diagnosis and therapy.,,,,Robert A. Weinberg,,,,,,United States,,,,,,,,,,,
japan_prize-000102,2022,,Japan Prize,for pioneering research contributing to the development of mRNA vaccines.,,,,Katalin Karikó,,,,,,Hungary,,,,,,,,,,,
japan_prize-000103,2022,,Japan Prize,for pioneering research contributing to the development of mRNA vaccines.,,,,Drew Weissman,,,,,,United States,,,,,,,,,,,
japan_prize-000104,2022,,Japan Prize,for outstanding contributions to estimation of global biospheric productivity and climate change science using advanced formulas based on observation,,,,Christopher Field,,,,,,United States,,,,,,,,,,,
japan_prize-000105,2023,,Japan Prize,"for distinguished contributions to global long-distance, high-capacity optical fiber network through the development of semiconductor laser pumped optical amplifier.",,,,Masataka Nakazawa,,,,,,Japan,,,,,,,,,,,
japan_prize-000106,2023,,Japan Prize,"for distinguished contributions to global long-distance, high-capacity optical fiber network through the development of semiconductor laser pumped optical amplifier.",,,,Kazuo Hagimoto,,,,,,Japan,,,,,,,,,,,
japan_prize-000107,2023,,Japan Prize,for the development of methods that use genetically addressable light-sensitive membrane proteins to unravel neural circuit function.,,,,Gero Miesenböck,,,,,,Austria,,,,,,,,,,,
japan_prize-000108,2023,,Japan Prize,for the development of methods that use genetically addressable light-sensitive membrane proteins to unravel neural circuit function.,,,,Karl Deisseroth,,,,,,United States,,,,,,,,,,,
japan_prize-000109,2024,,Japan Prize,for the establishment of a scientific foundation for understanding and predicting extreme weather events.,,,,Brian Hoskins,,,,,,United Kingdom,,,,,,,,,,,
japan_prize-000110,2024,,Japan Prize,for the establishment of a scientific foundation for understanding and predicting extreme weather events.,,,,John Michael Wallace,,,,,,United States,,,,,,,,,,,
japan_prize-000111,2024,,Japan Prize,for the discovery of the nuclear hormone receptor family and its application to drug development,,,,Ronald M. Evans,,,,,,United States,,,,,,,,,,,
japan_prize-000112,2025,,Japan Prize,"for his distinguished contributions to the Development of metalorganic chemical vapor deposition technology for compound semiconductor electronic and optoelectronic devices, and pioneering contribution to its large-scale commercialization.",,,,Russell Dean Dupuis,,,,,,United States,,,,,,,,,,,
japan_prize-000113,2025,,Japan Prize,"for his contribution to our understanding of marine ecosystems in a changing Earth, especially through pioneering research on Blue Carbon.",,,,Carlos M. Duarte,,,,,,Spain,,,,,,,,,,,
japan_prize-000114,2026,,Japan Prize,"for her contribution to leading research for building an ethical digital society, including differential privacy and fairness.",,,,Cynthia Dwork,,,,,,United States,,,,,,,,,,,
japan_prize-000115,2026,,Japan Prize,for their discovery of the nucleic acid sensing mechanism by the innate immune system.,,,,Shizuo Akira,,,,,,Japan,,,,,,,,,,,
japan_prize-000116,2026,,Japan Prize,for their discovery of the nucleic acid sensing mechanism by the innate immune system.,,,,Zhijian Chen,,,,,,United States,,,,,,,,,,,
