award_record_id,year,category,prize,motivation,prize_share,source_laureate_id,laureate_type,full_name,birth_date,birth_year,birth_city,birth_country,birth_coordinates,citizenship_countries,sex,affiliation_name,affiliation_city,affiliation_country,affiliation_coordinates,death_date,death_city,death_country,field_language,biographical_note,remarks
shaw_prize-000020,2007,,Shaw Prize,Shaw Prize in Mathematical sciences — For initiating and developing a grand unifying vision of mathematics that connects prime numbers with symmetry.,,Q711278,Individual,Robert Langlands,1936-10-06,,New Westminster,Canada,,Canada,Male,,,,,,,,,,
shaw_prize-000021,2008,,Shaw Prize,Shaw Prize in Astronomy — In recognition of his outstanding contributions in demonstrating that the Milky Way contains a supermassive black hole at its centre .,,Q65807,Individual,Reinhard Genzel,1952-03-24,,Bad Homburg vor der Höhe,Germany,,Germany,Male,,,,,,,,,,
shaw_prize-000022,2008,,Shaw Prize,"Shaw Prize in Life science and medicine — For their recent pivotal innovations in reversing the process of cell differentiation in mammals , a phenomenon which advances our knowledge of developmental biology and holds great promise for the treatment of human diseases and improvements in agriculture practices.",,Q1353638,Individual,Ian Wilmut,1944-07-07,,Hampton Lucy,United Kingdom,,United Kingdom,Male,,,,,,,,,,
shaw_prize-000023,2008,,Shaw Prize,"Shaw Prize in Life science and medicine — For their recent pivotal innovations in reversing the process of cell differentiation in mammals , a phenomenon which advances our knowledge of developmental biology and holds great promise for the treatment of human diseases and improvements in agriculture practices.",,,Individual,Keith H. S. Campbell,1954-05-23,,Birmingham,United Kingdom,,United Kingdom,Male,,,,,,,,,,
shaw_prize-000024,2008,,Shaw Prize,"Shaw Prize in Life science and medicine — For their recent pivotal innovations in reversing the process of cell differentiation in mammals , a phenomenon which advances our knowledge of developmental biology and holds great promise for the treatment of human diseases and improvements in agriculture practices.",,Q80917,Individual,Shinya Yamanaka,1962-09-04,,,Japan,,Japan,Male,,,,,,,,,,
shaw_prize-000025,2008,,Shaw Prize,Shaw Prize in Mathematical sciences — For their widespread and influential contributions to Mathematical Physics .,,Q1030228,Individual,Ludwig Faddeev,1934-03-23,,Saint Petersburg,Russia,,Russia,Male,,,,,,,,,,
shaw_prize-000026,2008,,Shaw Prize,Shaw Prize in Mathematical sciences — For their widespread and influential contributions to Mathematical Physics .,,Q157642,Individual,Vladimir Arnold,1937-06-12,,Odesa,Ukraine,,Russia,Male,,,,,,,,,,
shaw_prize-000027,2009,,Shaw Prize,Shaw Prize in Astronomy — In recognition of his outstanding life-time contributions in theoretical astronomy .,,Q716516,Individual,Frank H. Shu (徐遐生),1943-06-02,,Kunming,China,,United States,Male,,,,,,,,,,
shaw_prize-000028,2009,,Shaw Prize,"Shaw Prize in Life science and medicine — For their work leading to the discovery of leptin , a hormone that regulates food intake and body weight .",,Q127122,Individual,Douglas L. Coleman,1931-10-06,,Stratford,Canada,,United States,Male,,,,,,,,,,
shaw_prize-000029,2009,,Shaw Prize,"Shaw Prize in Life science and medicine — For their work leading to the discovery of leptin , a hormone that regulates food intake and body weight .",,Q505055,Individual,Jeffrey M. Friedman,1954-07-20,,Orlando,United States,,United States,Male,,,,,,,,,,
shaw_prize-000030,2009,,Shaw Prize,Shaw Prize in Mathematical sciences — For their many brilliant contributions to geometry in 3 and 4 dimensions .,,Q544991,Individual,Clifford H. Taubes,1954-02-21,,Rochester,United States,,United States,Male,,,,,,,,,,
shaw_prize-000031,2009,,Shaw Prize,Shaw Prize in Mathematical sciences — For their many brilliant contributions to geometry in 3 and 4 dimensions .,,Q334039,Individual,Simon K. Donaldson,1957-08-20,,Cambridge,United Kingdom,,United Kingdom,Male,,,,,,,,,,
shaw_prize-000032,2010,,Shaw Prize,"Shaw Prize in Astronomy — For their leadership of the Wilkinson Microwave Anisotropy Probe (WMAP) experiment, which has enabled precise determinations of the fundamental cosmological parameters, including the geometry , age and composition of the universe.",,Q1065219,Individual,Charles L. Bennett,1956-11-16,,New Brunswick,United States,,United States,Male,,,,,,,,,,
shaw_prize-000033,2010,,Shaw Prize,"Shaw Prize in Astronomy — For their leadership of the Wilkinson Microwave Anisotropy Probe (WMAP) experiment, which has enabled precise determinations of the fundamental cosmological parameters, including the geometry , age and composition of the universe.",,Q744057,Individual,David N. Spergel,1961-03-25,,Rochester,United States,,United States,Male,,,,,,,,,,
shaw_prize-000034,2010,,Shaw Prize,"Shaw Prize in Astronomy — For their leadership of the Wilkinson Microwave Anisotropy Probe (WMAP) experiment, which has enabled precise determinations of the fundamental cosmological parameters, including the geometry , age and composition of the universe.",,,,Lyman A. Page Jr.,,,,,,United States,,,,,,,,,,,
shaw_prize-000035,2010,,Shaw Prize,Shaw Prize in Life science and medicine — For his seminal discoveries of molecular mechanisms by which the skin senses painful stimuli and temperature and produces pain hypersensitivity .,,Q1174906,Individual,David Julius,1955-11-04,,Brighton Beach,United States,,United States,Male,,,,,,,,,,
shaw_prize-000036,2010,,Shaw Prize,"Shaw Prize in Mathematical sciences — For his profound work in mathematical analysis and its application to partial differential equations , mathematical physics , combinatorics , number theory , ergodic theory and theoretical computer science .",,Q260802,Individual,Jean Bourgain,1954-02-28,,Ostend,Belgium,,Belgium,Male,,,,,,,,,,
shaw_prize-000037,2011,,Shaw Prize,"Shaw Prize in Astronomy — For their leadership of space missions that enabled the demonstration of the cosmological origin of gamma ray bursts , the brightest sources known in the universe .",,,,Enrico Costa,,,,,,Italy,,,,,,,,,,,
shaw_prize-000038,2011,,Shaw Prize,"Shaw Prize in Astronomy — For their leadership of space missions that enabled the demonstration of the cosmological origin of gamma ray bursts , the brightest sources known in the universe .",,Q1509864,Individual,Gerald J. Fishman,1943-02-10,,St Louis,United States,,United States,Male,,,,,,,,,,
shaw_prize-000039,2011,,Shaw Prize,"Shaw Prize in Life science and medicine — For their discovery of the molecular mechanism of innate immunity , the first line of defense against pathogens .",,Q104592,Individual,Bruce A. Beutler,1957-12-29,,Chicago,United States,,United States,Male,,,,,,,,,,
shaw_prize-000040,2011,,Shaw Prize,"Shaw Prize in Life science and medicine — For their discovery of the molecular mechanism of innate immunity , the first line of defense against pathogens .",,Q105605,Individual,Jules A. Hoffmann,1941-08-02,,Echternach,Luxembourg,,France,Male,,,,,,,,,,
shaw_prize-000041,2011,,Shaw Prize,"Shaw Prize in Life science and medicine — For their discovery of the molecular mechanism of innate immunity , the first line of defense against pathogens .",,,,Ruslan M. Medzhitov,,,Tashkent,Uzbekistan,,United States,,Yale School of Medicine,New Haven,United States,,,,,,,
shaw_prize-000042,2011,,Shaw Prize,Shaw Prize in Mathematical sciences — For their highly innovative works on nonlinear partial differential equations in Lorentzian and Riemannian geometry and their applications to general relativity and topology .,,,,Demetrios Christodoulou,,,,,,Switzerland,,ETH Zurich,Zurich,Switzerland,,,,,,,
shaw_prize-000043,2011,,Shaw Prize,Shaw Prize in Mathematical sciences — For their highly innovative works on nonlinear partial differential equations in Lorentzian and Riemannian geometry and their applications to general relativity and topology .,,,,Richard S. Hamilton,,,,,,United States,,Columbia University,New York,United States,,2024-09-29,,,,,
shaw_prize-000044,2012,,Shaw Prize,"Shaw Prize in Astronomy — For their discovery and characterization of trans-Neptunian bodies , an archeological treasure dating back to the formation of the Solar System and the long-sought source of short period comets .",,,,David Jewitt,,,,,,United States,,"University of California, Los Angeles",Los Angeles,United States,,,,,,,
shaw_prize-000045,2012,,Shaw Prize,"Shaw Prize in Astronomy — For their discovery and characterization of trans-Neptunian bodies , an archeological treasure dating back to the formation of the Solar System and the long-sought source of short period comets .",,,,Jane Luu,,,,,,United States,,,,,,,,,,,
shaw_prize-000046,2012,,Shaw Prize,Shaw Prize in Life science and medicine — For their contributions to the understanding of the molecular mechanism of protein folding . Proper protein folding is essential for many cellular functions.,,,,Arthur L. Horwich,,,,,,United States,,,,,,,,,,,
shaw_prize-000047,2012,,Shaw Prize,Shaw Prize in Life science and medicine — For their contributions to the understanding of the molecular mechanism of protein folding . Proper protein folding is essential for many cellular functions.,,,,Franz-Ulrich Hartl,,,,,,Germany,,,,,,,,,,,
shaw_prize-000048,2012,,Shaw Prize,"Shaw Prize in Mathematical sciences — For his pioneering works in algebra , geometry and mathematical physics and in particular deformation quantization , motivic integration and mirror symmetry .",,,,Maxim Kontsevich,,,,,,France,,,,,,,,,,,
shaw_prize-000049,2013,,Shaw Prize,"Shaw Prize in Astronomy — For their discovery and study of the magnetorotational instability , and for demonstrating that this instability leads to turbulence and is a viable mechanism for angular momentum transport in astrophysical accretion disks .",,,,John F. Hawley,,,,,,United States,,,,,,,,,,,
shaw_prize-000050,2013,,Shaw Prize,"Shaw Prize in Astronomy — For their discovery and study of the magnetorotational instability , and for demonstrating that this instability leads to turbulence and is a viable mechanism for angular momentum transport in astrophysical accretion disks .",,,,Steven A. Balbus,,,,,,United Kingdom,,,,,,,,,,,
shaw_prize-000051,2013,,Shaw Prize,Shaw Prize in Life science and medicine — For their discovery of molecular mechanisms underlying circadian rhythms .,,,,Jeffrey C. Hall,,,,,,United States,,,,,,,,,,,
shaw_prize-000052,2013,,Shaw Prize,Shaw Prize in Life science and medicine — For their discovery of molecular mechanisms underlying circadian rhythms .,,,,Michael Rosbash,,,,,,United States,,,,,,,,,,,
shaw_prize-000053,2013,,Shaw Prize,Shaw Prize in Life science and medicine — For their discovery of molecular mechanisms underlying circadian rhythms .,,,,Michael W. Young,,,,,,United States,,,,,,,,,,,
shaw_prize-000054,2013,,Shaw Prize,Shaw Prize in Mathematical sciences — For his profound contributions to modern mathematical statistics and in particular the development of optimal algorithms for statistical estimation in the presence of noise and of efficient techniques for sparse representation and recovery in large data-sets.,,,,David L. Donoho,,,,,,United States,,,,,,,,,,,
shaw_prize-000055,2014,,Shaw Prize,Shaw Prize in Astronomy — For their contributions to the measurements of features in the large-scale structure of galaxies used to constrain the cosmological model including baryon acoustic oscillations and redshift-space distortions.,,,,Daniel Eisenstein,,,,,,United States,,,,,,,,,,,
shaw_prize-000056,2014,,Shaw Prize,Shaw Prize in Astronomy — For their contributions to the measurements of features in the large-scale structure of galaxies used to constrain the cosmological model including baryon acoustic oscillations and redshift-space distortions.,,,,John A. Peacock,,,,,,United Kingdom,,,,,,,,,,,
shaw_prize-000057,2014,,Shaw Prize,Shaw Prize in Astronomy — For their contributions to the measurements of features in the large-scale structure of galaxies used to constrain the cosmological model including baryon acoustic oscillations and redshift-space distortions.,,,,Shaun Cole,,,,,,United Kingdom,,,,,,,,,,,
shaw_prize-000058,2014,,Shaw Prize,"Shaw Prize in Life science and medicine — For their discovery of the Unfolded Protein Response of the endoplasmic reticulum , a cell signalling pathway that controls organelle homeostasis and quality of protein export in eukaryotic cells .",,,,Kazutoshi Mori,,,,,,Japan,,,,,,,,,,,
shaw_prize-000059,2014,,Shaw Prize,"Shaw Prize in Life science and medicine — For their discovery of the Unfolded Protein Response of the endoplasmic reticulum , a cell signalling pathway that controls organelle homeostasis and quality of protein export in eukaryotic cells .",,,,Peter Walter,,,,,,United States,,,,,,,,,,,
shaw_prize-000060,2014,,Shaw Prize,"Shaw Prize in Mathematical sciences — For his fundamental contributions to algebra , algebraic geometry , and representation theory , and for weaving these subjects together to solve old problems and reveal beautiful new connections.",,,,George Lusztig,,,,,,United States,,,,,,,,,,,
shaw_prize-000061,2015,,Shaw Prize,"Shaw Prize in Astronomy — For his conceiving and leading the Kepler Mission , which greatly advanced knowledge of both extrasolar planetary systems and stellar interiors.",,,,William J. Borucki,,,,,,United States,,,,,,,,,,,
shaw_prize-000062,2015,,Shaw Prize,"Shaw Prize in Life science and medicine — For elucidating the molecular mechanism of quorum sensing , a process whereby bacteria communicate with each other and which offers innovative ways to interfere with bacterial pathogens or to modulate the microbiome for health applications.",,,,Bonnie L. Bassler,,,,,,United States,,,,,,,,,,,
shaw_prize-000063,2015,,Shaw Prize,"Shaw Prize in Life science and medicine — For elucidating the molecular mechanism of quorum sensing , a process whereby bacteria communicate with each other and which offers innovative ways to interfere with bacterial pathogens or to modulate the microbiome for health applications.",,,,E. Peter Greenberg,,,,,,United States,,,,,,,,,,,
shaw_prize-000064,2015,,Shaw Prize,"Shaw Prize in Mathematical sciences — For their introduction and development of fundamental tools in number theory , allowing them as well as others to resolve some longstanding classical problems.",,,,Gerd Faltings,,,,,,Germany,,,,,,,,,,,
shaw_prize-000065,2015,,Shaw Prize,"Shaw Prize in Mathematical sciences — For their introduction and development of fundamental tools in number theory , allowing them as well as others to resolve some longstanding classical problems.",,,,Henryk Iwaniec,,,,,,United States,,,,,,,,,,,
shaw_prize-000066,2016,,Shaw Prize,"Shaw Prize in Astronomy — For conceiving and designing the Laser Interferometer Gravitational-Wave Observatory (LIGO), whose recent direct detection of gravitational waves opens a new window in astronomy, with the first remarkable discovery being the merger of a pair of stellar mass black holes .",,,,Kip S. Thorne,,,,,,United States,,,,,,,,,,,
shaw_prize-000067,2016,,Shaw Prize,"Shaw Prize in Astronomy — For conceiving and designing the Laser Interferometer Gravitational-Wave Observatory (LIGO), whose recent direct detection of gravitational waves opens a new window in astronomy, with the first remarkable discovery being the merger of a pair of stellar mass black holes .",,,,Rainer Weiss,,,,,,United States,,,,,,,,,,,
shaw_prize-000068,2016,,Shaw Prize,"Shaw Prize in Astronomy — For conceiving and designing the Laser Interferometer Gravitational-Wave Observatory (LIGO), whose recent direct detection of gravitational waves opens a new window in astronomy, with the first remarkable discovery being the merger of a pair of stellar mass black holes .",,,,Ronald W. P. Drever,,,,,,United Kingdom,,,,,,,,,,,
shaw_prize-000069,2016,,Shaw Prize,Shaw Prize in Life science and medicine — For their discovery of the genes and the encoded proteins that recognize one chemical modification of the DNA of chromosomes that influences gene control as the basis of the developmental disorder Rett syndrome .,,,,Adrian P. Bird,,,,,,United Kingdom,,,,,,,,,,,
shaw_prize-000070,2016,,Shaw Prize,Shaw Prize in Life science and medicine — For their discovery of the genes and the encoded proteins that recognize one chemical modification of the DNA of chromosomes that influences gene control as the basis of the developmental disorder Rett syndrome .,,,,Huda Y. Zoghbi,,,,,,United States,,,,,,,,,,,
shaw_prize-000071,2016,,Shaw Prize,"Shaw Prize in Mathematical sciences — For his far-reaching contributions to geometry , representation theory and theoretical physics . The fundamental and elegant concepts and techniques that he has introduced have had wide impact and are of lasting importance.",,,,Nigel J. Hitchin,,,,,,United Kingdom,,,,,,,,,,,
shaw_prize-000072,2017,,Shaw Prize,"Shaw Prize in Astronomy — For his contributions to understanding structure formation in the Universe . With powerful numerical simulations he has shown how small density fluctuations in the early Universe develop into galaxies and other nonlinear structures, strongly supporting a cosmology with a flat geometry, and dominated by dark matter and a cosmological constant .",,,,Simon D. M. White,,,,,,Germany,,,,,,,,,,,
shaw_prize-000073,2017,,Shaw Prize,"Shaw Prize in Life science and medicine — For their discovery of microtubule-associated motor proteins : engines that power cellular and intracellular movements essential to the growth, division, and survival of human cells .",,,,Ian R. Gibbons,,,,,,United States,,,,,,,,,,,
shaw_prize-000074,2017,,Shaw Prize,"Shaw Prize in Life science and medicine — For their discovery of microtubule-associated motor proteins : engines that power cellular and intracellular movements essential to the growth, division, and survival of human cells .",,,,Ronald D. Vale,,,,,,United States,,,,,,,,,,,
shaw_prize-000075,2017,,Shaw Prize,"Shaw Prize in Mathematical sciences — For their remarkable results in many central areas of algebraic geometry , which have transformed the field and led to the solution of long-standing problems that had appeared out of reach.",,,,Claire Voisin,,,,,,France,,,,,,,,,,,
shaw_prize-000076,2017,,Shaw Prize,"Shaw Prize in Mathematical sciences — For their remarkable results in many central areas of algebraic geometry , which have transformed the field and led to the solution of long-standing problems that had appeared out of reach.",,,,János Kollár,,,,,,Hungary,,,,,,,,,,,
shaw_prize-000077,2018,,Shaw Prize,"Shaw Prize in Astronomy — For his contributions to astronomy in the infrared to submillimetre spectral range. He detected the cosmic far-infrared background from past star-forming galaxies , and proposed aromatic hydrocarbon molecules as a constituent of interstellar matter . With the Planck space mission , he has dramatically advanced our knowledge of cosmology in the presence of interstellar matter foregrounds.",,,,Jean-Loup Puget,,,,,,France,,,,,,,,,,,
shaw_prize-000078,2018,,Shaw Prize,"Shaw Prize in Life science and medicine — For her mapping the first breast cancer gene . Using mathematical modeling, King predicted and then demonstrated that breast cancer can be caused by a single gene. She mapped the gene which facilitated its cloning and has saved thousands of lives.",,,,Mary-Claire King,,,,,,United States,,University of Washington,Seattle,United States,,,,,,,
shaw_prize-000079,2018,,Shaw Prize,"Shaw Prize in Mathematical sciences — For his groundbreaking work on partial differential equations , including creating a theory of regularity for nonlinear equations such as the Monge-Ampère equation , and free-boundary problems such as the obstacle problem , work that has influenced a whole generation of researchers in the field.",,,,Luis A. Caffarelli,,,,,,Argentina,,University of Texas at Austin,Austin,United States,,,,,,,
shaw_prize-000080,2019,,Shaw Prize,"Shaw Prize in Astronomy — For his leadership in the Voyager project , which has, over the past four decades, transformed our understanding of the four giant planets and the outer Solar System , and has now begun to explore interstellar space .",,,,Edward C. Stone,1936-01-23,,Knoxville,United States,,United States,,California Institute of Technology,Pasadena,United States,,2024-06-09,,,,,
shaw_prize-000081,2019,,Shaw Prize,Shaw Prize in Life science and medicine — For her work showing that localized double strand breaks in DNA stimulate recombination in mammalian cells . This seminal work was essential for and led directly to the tools enabling editing at specific sites in mammalian genomes .,,,,Maria Jasin,,1956,Detroit,United States,,United States,,"Memorial Sloan Kettering Cancer Center; Weill Cornell Graduate School of Medical Sciences, Cornell University",,United States,,,,,,,
shaw_prize-000082,2019,,Shaw Prize,"Shaw Prize in Mathematical sciences — For his work on concentration inequalities , on suprema of stochastic processes and on rigorous results for spin glasses .",,,,Michel Talagrand,,1952,,France,,France,,French National Centre for Scientific Research (CNRS),,France,,,,,,,
shaw_prize-000083,2020,,Shaw Prize,"Shaw Prize in Astronomy — For his foundational contributions to theoretical astrophysics , especially concerning the fundamental understanding of active galactic nuclei , the formation and collimation of relativistic jets , the energy extraction mechanism from black holes , and the acceleration of particles in shocks and their relevant radiation mechanisms.",,,,Roger D. Blandford,,1949,Grantham,United Kingdom,,United States,,Stanford University,,United States,,,,,,,
shaw_prize-000084,2020,,Shaw Prize,"Shaw Prize in Life science and medicine — For the development of optogenetics , a technology that has revolutionized neuroscience .",,,,Georg Nagel,,1953,Weingarten,Germany,,Germany,,University of Würzburg,,Germany,,,,,,,
shaw_prize-000085,2020,,Shaw Prize,"Shaw Prize in Life science and medicine — For the development of optogenetics , a technology that has revolutionized neuroscience .",,,,Gero Miesenböck,,1965,Upper Austria,Austria,,Austria,,University of Oxford,,United Kingdom,,,,,,,
shaw_prize-000086,2020,,Shaw Prize,"Shaw Prize in Life science and medicine — For the development of optogenetics , a technology that has revolutionized neuroscience .",,,,Peter Hegemann,,1954,Münster,Germany,,Germany,,Humboldt University of Berlin,,Germany,,,,,,,
shaw_prize-000087,2020,,Shaw Prize,"Shaw Prize in Mathematical sciences — For their huge influence on and profound contributions to representation theory , as well as many other areas of mathematics.",,,,Alexander Beilinson,,1957,Moscow,Russia,,United States,,University of Chicago,,United States,,,,,,,
shaw_prize-000088,2020,,Shaw Prize,"Shaw Prize in Mathematical sciences — For their huge influence on and profound contributions to representation theory , as well as many other areas of mathematics.",,,,David Kazhdan,,1946,Moscow,Russia,,Israel,,Hebrew University of Jerusalem,,Israel,,,,,,,
shaw_prize-000089,2021,,Shaw Prize,"Shaw Prize in Astronomy — For their contributions to our understanding of magnetars , a class of highly magnetized neutron stars that are linked to a wide range of spectacular, transient astrophysical phenomena. Through the development of new and precise observational techniques, they confirmed the existence of neutron stars with ultra-strong magnetic fields and characterized their physical properties. Their work has established magnetars as a new and important class of astrophysical objects.",,,,Chryssa Kouveliotou,,1953,Athens,Greece,,United States,,George Washington University,,United States,,,,,,,
shaw_prize-000090,2021,,Shaw Prize,"Shaw Prize in Astronomy — For their contributions to our understanding of magnetars , a class of highly magnetized neutron stars that are linked to a wide range of spectacular, transient astrophysical phenomena. Through the development of new and precise observational techniques, they confirmed the existence of neutron stars with ultra-strong magnetic fields and characterized their physical properties. Their work has established magnetars as a new and important class of astrophysical objects.",,,,Victoria M. Kaspi,,1967,Austin,United States,,Canada,,McGill University,,Canada,,,,,,,
shaw_prize-000091,2021,,Shaw Prize,"Shaw Prize in Life science and medicine — For the landmark discovery of the ESCRT (Endosomal Sorting Complex Required for Transport) pathway, which is essential in diverse processes involving membrane biology, including cell division , cell-surface receptor regulation, viral dissemination , and nerve axon pruning . These processes are central to life, health and disease.",,,,Scott D. Emr,,1954,Jersey City,United States,,United States,,Cornell University,,United States,,,,,,,
shaw_prize-000092,2021,,Shaw Prize,"Shaw Prize in Mathematical sciences — For their remarkable insights that have transformed, and continue to transform, modern geometry .",,,,Jean-Michel Bismut,,1948,Lisbon,Portugal,,France,,Université Paris-Saclay,,France,,,,,,,
shaw_prize-000093,2021,,Shaw Prize,"Shaw Prize in Mathematical sciences — For their remarkable insights that have transformed, and continue to transform, modern geometry .",,,,Jeff Cheeger,,1943,Brooklyn,United States,,United States,,New York University,,United States,,,,,,,
shaw_prize-000094,2022,,Shaw Prize,"Shaw Prize in Astronomy — For their lifetime contributions to space astrometry , and in particular for their role in the conception and design of the European Space Agency 's Hipparcos and Gaia missions.",,,,Lennart Lindegren,,1950,,Sweden,,Sweden,,Lund University,,Sweden,,,,,,,
shaw_prize-000095,2022,,Shaw Prize,"Shaw Prize in Astronomy — For their lifetime contributions to space astrometry , and in particular for their role in the conception and design of the European Space Agency 's Hipparcos and Gaia missions.",,,,Michael Perryman,,1954,Luton,United Kingdom,,Ireland,,University College Dublin,,Ireland,,,,,,,
shaw_prize-000096,2022,,Shaw Prize,"Shaw Prize in Life science and medicine — For landmark discoveries of the molecular, biochemical, and functional defects underlying cystic fibrosis and the identification and development of medicines that reverse those defects and can treat most people affected by this disorder. Together, these discoveries and medicines are alleviating human suffering and saving lives.",,,,Michael J. Welsh,,,,,,United States,,,,,,,,,,,
shaw_prize-000097,2022,,Shaw Prize,"Shaw Prize in Life science and medicine — For landmark discoveries of the molecular, biochemical, and functional defects underlying cystic fibrosis and the identification and development of medicines that reverse those defects and can treat most people affected by this disorder. Together, these discoveries and medicines are alleviating human suffering and saving lives.",,,,Paul A. Negulescu,,,San Francisco,United States,,United States,,,,,,,,,,,
